Song Name,Original Artist,Debut Date,Last Played,Times Played Live,Avg Show Gap
Strolling a Suspension Bridge,Seth Kaufman,1998-02-28,1998-02-28,1,2835.0
Sultans of Swing,Dire Straits,2024-04-27,2025-03-19,3,26.67
Sun King,The Beatles,2002-12-31,2002-12-31,1,2306.0
Superstition,Stevie Wonder,2001-09-08,2001-09-08,1,2507.0
Susanah,,2011-01-31,2024-12-29,29,43.52
Sussudio,Phil Collins,2013-12-31,2013-12-31,1,942.0
Suxity,,2019-12-31,2025-04-25,32,11.44
Svenghali,The Disco Biscuits,2007-07-15,2007-07-15,1,1664.0
Swamp Music,Lynyrd Skynyrd,2003-04-25,2003-05-14,2,1128.0
Sweet Child o' Mine,Guns N' Roses,1998-01-31,2011-11-03,9,315.67
Sweet Home Alabama,Lynyrd Skynyrd,1998-04-20,1998-11-20,5,941.67
Sweet Sunglasses,Eurythmics/Corey Hart/MGMT,2009-10-31,2011-02-12,5,279.4
Sweetness,,1999-07-25,2025-04-20,146,19.01
Synchronicity II,The Police,2019-10-31,2024-12-28,9,41.78
Syncopated Strangers,,2001-03-16,2025-04-25,437,6.38
TNT/Paranoid/Dirty Deeds Done Di...,AC/DC/Black Sabbath/AC/DC,2008-10-31,2008-10-31,1,1518.0
Take Me Away,Ween,2015-05-22,2018-10-18,2,394.0
Take Me Out to the Ballgame,Norworth/Von Tilzer,1998-02-19,2003-05-15,2,1419.0
Take Me To the River,Al Green/Talking Heads,2019-06-22,2019-06-22,1,411.0
Take On Me,A-ha,2023-12-31,2023-12-31,1,126.0
Takin' It to the Streets,The Doobie Brothers,2011-03-10,2011-03-10,1,1241.0
Talking in Your Sleep,The Romantics,2013-04-19,2013-04-19,1,1003.0
Tango Mike,,2010-03-03,2025-04-05,19,67.85
Techno Jam,,2010-04-24,2010-04-24,1,1342.0
Tell Me Something Good,Rufus and Chaka Khan,2003-12-31,2006-01-09,2,1075.0
Tempted,Squeeze,2015-12-31,2016-08-14,3,247.33
Ten Years Gone,Led Zeppelin,2002-02-02,2019-08-23,6,409.67
Tenth Avenue Freeze-Out,Bruce Springsteen,2009-12-31,2009-12-31,1,1381.0
Thank You,Dido,2001-03-03,2001-12-14,3,862.0
Thank You (Falettinme Be Mice El...,Sly and the Family Stone,2008-09-13,2008-09-13,1,1538.0
That's All,Genesis,2008-02-08,2025-03-01,15,107.53
That's What Love Will Make You Do,Little Milton,1999-06-17,2013-04-27,16,171.0
That's the Way,Led Zeppelin,2001-11-02,2025-01-19,19,130.53
The Bed's Too Big Without You,The Police,2013-11-02,2013-11-02,1,949.0
The Best,Tina Turner,2024-01-21,2024-01-21,1,117.0
The Bottom Half,,2004-09-16,2025-03-08,323,7.28
The Chicken,"Jaco Pastorius (Alfred ""Pee Wee"" Ellis)",2000-04-07,2001-03-17,5,536.6
The Crooked One,,2002-05-16,2025-03-21,262,9.45
The Emperor,Donald Byrd,2001-04-19,2003-03-08,5,513.8
The Empire State,,2002-12-13,2022-02-19,4,577.25
The End,The Beatles,2002-12-31,2002-12-31,1,2306.0
The Final Teen Spirit,Europe/Nirvana,2013-11-01,2013-11-01,1,950.0
The Floor,,2007-10-31,2025-04-19,320,5.18
The Fussy Dutchman,,1999-12-03,2025-03-06,344,7.92
The Fuzz,,2001-01-26,2025-04-26,273,9.87
The Girl Is Mine,Michael Jackson,2001-05-04,2023-12-02,74,69.24
The Good Times Are Killing Me,Modest Mouse,2012-04-28,2025-01-23,5,222.2
The Great Gig in the Sky,Pink Floyd,2005-12-31,2016-04-08,7,266.57
The Grobe,Ween,2015-05-22,2023-08-25,5,157.6
The Haunt,,2002-01-24,2025-04-26,126,19.56
The Heat Is On,Glenn Frey,2024-12-31,2024-12-31,1,40.0
The Joker,Steve Miller,2011-09-08,2011-09-08,1,1198.0
The Linear,,2010-01-22,2025-04-18,226,6.08
The Load-Out,Jackson Browne,2025-02-27,2025-02-27,1,26.0
The Message,Grandmaster Flash and the Furious Five,2014-02-01,2021-11-18,5,187.2
The National Anthem,Radiohead,2010-12-31,2025-01-17,14,90.71
The Night They Drove Old Dixie Down,The Band,2015-05-01,2015-05-01,1,791.0
The Ocean,Led Zeppelin,2023-09-10,2025-04-29,2,68.5
The Other Side of Things,,1998-04-01,2023-01-21,89,31.79
The Payback,James Brown,2010-12-31,2010-12-31,1,1270.0
The Pequod,,2004-07-16,2025-03-12,84,30.97
The Plot Thickens,,2012-09-02,2012-09-02,1,1080.0
The Rain Song,Led Zeppelin,2004-04-22,2006-10-25,2,1053.5
The Safety Dance,Men Without Hats,1998-10-31,2009-02-21,7,398.86
The Show Goes On,Lupe Fiasco,2015-05-15,2015-05-15,1,789.0
The Silent Type,,2017-12-31,2025-04-26,106,5.24
"The Skunk, The Goose, and The Fly",Tower of Power,2000-04-07,2009-12-31,4,670.75
The Song Remains the Same,Led Zeppelin,2002-05-17,2025-04-29,89,26.96
The Star-Spangled Banner,Francis Scott Key,2006-05-19,2016-12-28,10,201.33
The Stranger,Billy Joel,2001-12-31,2019-08-16,52,58.71
The Stroke,Billy Squier,2014-05-26,2014-05-26,1,891.0
The Triple Wide,,2002-01-23,2025-04-25,527,4.85
The Triple Wide/Robot Rock,Umphrey's McGee/Daft Punk,2008-10-31,2009-04-11,2,759.0
The Trooper,Iron Maiden,2012-04-28,2022-02-09,3,370.33
The Way You Rule the World,Tears for Fears/Michael Jackson,2010-10-31,2014-04-10,8,160.38
The Weight,The Band,2005-04-26,2011-05-29,3,655.67
The Weight Around,,2010-04-24,2025-01-18,42,31.95
Thela Hun Ginjeet,King Crimson,2007-03-14,2007-03-17,3,572.0
Them Bones,Alice in Chains,2009-04-16,2009-04-16,1,1464.0
Them Changes,Buddy Miles,2024-12-31,2025-04-04,2,20.0
There's No Crying In Mexico,,2011-12-30,2024-08-23,72,16.14
Theresa,,2012-04-27,2012-10-17,2,556.0
Thin Air,,1998-04-20,2025-01-30,276,10.42
Things Can Only Get Better,Howard Jones,2013-12-31,2013-12-31,1,942.0
Things I'd Like To Lose,,2022-11-12,2022-11-12,1,208.0
This Must Be the Place (Naive Me...,Talking Heads,2021-06-18,2021-06-18,1,321.0
Through the Cracks,,2012-03-10,2013-03-09,11,103.09
Thunder Kiss '65,White Zombie,2010-08-06,2015-02-13,2,656.5
Thunderstruck,AC/DC,2003-05-25,2025-02-27,19,118.11
Time,Pink Floyd,2009-03-12,2018-12-28,16,92.56
Tiny Cities Made of Ashes,Modest Mouse,2013-01-20,2014-10-31,2,520.5
To Lay Me Down,Jerry Garcia/Robert Hunter,2024-12-29,2024-12-29,1,42.0
Tocatta and Fugue in D Minor,Bach,2003-10-31,2003-10-31,1,2174.0
Tom Sawyer,Rush,2011-04-02,2024-04-26,10,123.4
Tomorrow Never Knows,The Beatles,2001-01-27,2019-03-01,24,108.5
Tonight I'm Gonna Rock You Tonight,Spinal Tap,1999-01-15,2018-03-23,21,146.42
Top Gun Anthem,Faltermeyer,2024-04-27,2024-04-27,1,80.0
Total Eclipse of the Heart,Bonnie Tyler,2018-07-07,2018-07-07,1,498.0
Track Meet,Vince Guaraldi,1999-09-17,2000-07-27,6,451.83
Transdermal Celebration,Ween,2015-05-22,2024-05-16,7,112.57
Treacherous Cretins,Frank Zappa,2016-03-26,2016-03-26,1,711.0
Trenchtown Rock,Bob Marley,2000-05-06,2020-06-10,57,47.0
Triangle Tear,,2018-05-25,2025-03-15,24,21.25
Tribulations,LCD Soundsystem,2019-12-28,2024-01-19,5,73.8
Tribute to the Spinal Shaft,,2001-03-01,2025-01-23,286,9.08
Turn & Dub,,2009-12-31,2025-02-26,54,25.57
Turn & Run,,2009-01-22,2025-03-21,75,20.27
Turn In Difference,Keller Williams,2005-12-31,2009-09-17,2,933.0
Twilight Zone,Golden Earring,2013-12-31,2014-03-20,3,314.0
Two Dips,"Brendan Bayliss, Wade Wilby, and Clayton Halsey",2012-04-28,2012-04-28,1,1111.0
Two Tickets to Paradise,Eddie Money,2012-12-18,2019-09-20,4,263.0
Two of Us,The Beatles,2002-05-16,2002-05-16,1,2401.0
Unchained,Van Halen,2019-12-27,2019-12-27,1,370.0
Uncle Wally,,2001-02-08,2025-03-12,229,11.35
Uncommon,,2002-08-21,2025-01-30,190,12.61
Under Pressure,Queen,2022-06-17,2023-01-21,2,118.0
Unevolved,,2022-11-12,2024-12-10,3,69.33
Unskinny Bop,Poison,2003-04-28,2014-05-04,2,1127.0
Unsung Hero,,2019-05-25,2020-01-17,6,69.67
Until We Meet Again,,2016-05-06,2017-07-09,3,232.0
Up on Cripple Creek,The Band,1998-02-20,2025-04-04,26,109.12
Uptight (Everything's Alright),Stevie Wonder,2003-12-31,2003-12-31,1,2150.0
Upward,,2014-05-26,2025-03-13,64,13.92
Utopian Fir,,2001-08-16,2025-03-12,424,7.52
Vibe,,1998-02-07,1998-06-06,14,202.86
Virtual Insanity,Jamiroquai,2018-12-30,2019-03-02,2,231.5
Visions,,2002-09-17,2025-04-05,103,22.79
Voices Inside My Head,The Police,2008-07-31,2018-05-19,9,171.89
Voodoo Child,Jimi Hendrix,2012-03-07,2020-02-15,4,284.25
Voodoo Lady,Ween,2015-05-22,2016-06-03,3,262.67
Voulez-Vous,ABBA,1998-02-11,1998-02-20,2,1419.5
Voyager,Daft Punk,2012-01-21,2024-12-31,6,192.5
Wabash,John Scofield,1999-10-16,2018-01-28,18,150.44
Waist Down,,2008-05-24,2009-09-10,11,142.91
Waiting Room,Fugazi,2001-12-01,2024-08-30,84,29.46
Walk,Pantera,2018-06-30,2018-06-30,1,502.0
Walk This Sweet Funk Emotion,Aerosmith/Run-D.M.C./James Gang,2014-10-31,2014-10-31,1,848.0
Walk the Proud Land,Bob Marley,1999-12-17,2016-04-23,23,117.26
Walking On The Moon,The Police,2000-11-17,2019-01-11,64,40.92
Walletsworth,,2002-02-08,2025-03-13,370,6.65
Wanna Be Startin' Somethin',Michael Jackson,1998-09-25,2013-01-20,7,400.0
Wappy Sprayberry,,2002-09-17,2025-04-18,334,7.2
War,Bob Marley,2003-07-18,2003-07-18,1,2214.0
War Pigs,Black Sabbath,2001-12-01,2022-02-20,19,137.5
Watch the River Flow,Bob Dylan,2014-07-27,2014-07-27,1,873.0
Water,,2000-12-01,2025-04-18,208,13.14
We're An American Band,Grand Funk Railroad,2021-05-29,2023-05-27,2,161.0
We're Going to War,Mark Knopfler,2003-04-07,2023-12-01,59,38.41
Weapons of Mass Destruction,Garaj Mahal,2003-01-30,2003-01-30,1,2300.0
Web Tangle,,2013-04-27,2013-08-18,2,500.0
Weed Rap,,2001-10-26,2003-05-16,9,275.89
Weekapaug Groove,Phish,1998-01-21,1998-06-06,6,473.83
Weird Fishes/Arpeggi,Radiohead,2012-08-07,2025-04-20,16,68.19
"Well, You Needn't",Thelonious Monk,2000-12-15,2003-02-04,11,237.09
Wellwishers,,2010-10-02,2025-04-25,58,22.38
Werewolves of London,Warren Zevon,1998-02-20,1998-10-31,6,472.83
What Is and What Should Never Be,Led Zeppelin,2019-06-23,2025-04-29,3,136.67
What We Could Get,,2018-05-31,2019-02-21,5,101.4
What You Need,INXS,2018-12-31,2019-02-15,2,231.0
What a Fool Believes,The Doobie Brothers,2023-12-31,2023-12-31,1,126.0
What's Going On,Marvin Gaye,2006-10-02,2006-10-02,1,1761.0
What's Love Got to Do with It,Tina Turner (Lyle/Britten),2023-05-26,2023-05-26,1,165.0
When Doves Cry,Prince,2015-04-24,2016-04-21,3,264.33
When the Levee Breaks,Led Zeppelin,2012-07-07,2023-09-10,3,364.67
When the World Is Running Down Y...,The Police,2001-11-17,2025-04-05,49,50.57
Where Is My Mind?,Pixies,2014-11-08,2025-04-20,13,64.85
Whiskey River,Willie Nelson,2025-04-04,2025-04-27,2,5.0
Whistle Kids,,2018-01-12,2024-02-09,36,15.22
White Man's Moccasins,,2001-04-26,2025-03-14,289,8.94
White Pickle,,2012-04-27,2014-04-08,17,65.41
White Room,Cream,2014-10-25,2014-10-25,1,851.0
White Wedding,Billy Idol,2003-10-31,2003-10-31,1,2174.0
Whitehouse Road,Tyler Childers,2019-03-30,2025-03-12,9,47.56
Who Knows,Jimi Hendrix,2003-05-22,2019-05-30,19,118.26
Whole Lotta Love,Led Zeppelin,2003-06-20,2025-04-29,6,372.33
Wide Open,,2022-11-12,2025-04-25,10,20.8
Wife Soup,,2003-06-18,2025-04-29,326,7.03
Wild Side,MÃ¶tley CrÃ¼e,2005-10-28,2005-11-19,3,628.67
Willie the Pimp,Frank Zappa,2001-10-11,2015-03-19,32,77.88
Winston Built the Bridge,Bump,2003-09-23,2003-10-10,5,438.6
Wish,Nine Inch Nails,2012-12-29,2016-10-22,2,524.0
Wish You Were Here,Pink Floyd,2006-10-02,2009-02-15,2,880.5
With a Little Help from My Friends,Joe Cocker (Lennon/McCartney),2008-12-31,2019-06-22,2,751.0
Wizard Burial Ground,,2007-06-14,2025-03-22,180,10.48
Women Wine and Song,,2004-12-07,2025-03-07,178,11.37
Words,,2006-05-06,2025-01-31,118,15.5
Work Sauce,,2024-04-27,2024-08-25,4,20.0
Workin' for a Livin',Huey Lewis and the News,2011-05-29,2011-05-29,1,1225.0
XRT Xmas Promo Medley,,2003-12-05,2003-12-06,2,1079.0
Xmas at Wartime,,2018-05-27,2020-02-13,9,56.44
Xxplosive,Dr. Dre,2001-10-26,2005-09-15,12,206.92
YYZ,Rush,2001-08-28,2023-12-29,75,33.96
Yoga Pants,,2014-06-05,2019-11-02,16,55.63
You & You Alone,,2018-01-14,2024-02-01,18,30.33
You Can't Always Get What You Want,The Rolling Stones,2011-11-26,2011-11-26,1,1165.0
You Can't Blame the Youth,Peter Tosh,1999-03-26,2009-10-08,32,86.38
You Got the Love,Rufus,2007-12-14,2007-12-14,1,1619.0
You Got the Wrong Guy,,2013-08-25,2025-03-20,52,18.63
You Gotta Move,The Rolling Stones,2003-04-20,2004-09-14,2,1130.0
You Know What I Mean,Jeff Beck,2010-01-15,2010-02-13,2,689.5
You Never Give Me Your Money,The Beatles,2002-12-31,2023-12-29,2,1153.0
You'll Need Somebody on Your Bond,Blind Willie Johnson,2006-12-31,2006-12-31,1,1734.0
Young Americans,David Bowie,2023-12-31,2023-12-31,1,126.0
Young Lust,Pink Floyd,2000-07-22,2024-07-05,41,64.9
Zeroes & Ones,,2011-04-02,2011-04-02,1,1234.0
